#,dataset_id,tcgdex_id,card_name,set_name,card_number,set_total,rarity,search_query,image_url,source_page,notes,VERIFIED
193,en-cel25cc-CC019,cel25cc-CC019,Donphan,Celebrations Classic Collection,CC019,25,Classic Collection,Donphan Celebrations Classic Collection CC019/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-107-donphan.png,https://pkmncards.com/card/donphan-celebrations-cel-107/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 5dfa731baf3f883c.,yes
194,en-cel25cc-CC020,cel25cc-CC020,Reshiram,Celebrations Classic Collection,CC020,25,Classic Collection,Reshiram Celebrations Classic Collection CC020/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-113-reshiram.png,https://pkmncards.com/card/reshiram-celebrations-cel-113/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 4fb0761060c543c6.,yes
195,en-cel25cc-CC021,cel25cc-CC021,Zekrom,Celebrations Classic Collection,CC021,25,Classic Collection,Zekrom Celebrations Classic Collection CC021/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-114-zekrom.png,https://pkmncards.com/card/zekrom-celebrations-cel-114/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 e788f96cc1def285.,yes
196,en-cel25cc-CC022,cel25cc-CC022,Mewtwo EX,Celebrations Classic Collection,CC022,25,Classic Collection,Mewtwo EX Celebrations Classic Collection CC022/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-054-mewtwo_ex.png,https://pkmncards.com/card/mewtwo-ex-celebrations-cel-54/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 819ce86229708382.,yes
197,en-cel25cc-CC023,cel25cc-CC023,Xerneas EX,Celebrations Classic Collection,CC023,25,Classic Collection,Xerneas EX Celebrations Classic Collection CC023/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-097-xerneas_ex.png,https://pkmncards.com/card/xerneas-ex-celebrations-cel-97/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 2e32fbdb5a16ff98.,yes
198,en-cel25cc-CC024,cel25cc-CC024,M Rayquaza EX,Celebrations Classic Collection,CC024,25,Classic Collection,M Rayquaza EX Celebrations Classic Collection CC024/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-076-m_rayquaza_ex.png,https://pkmncards.com/card/m-rayquaza-ex-celebrations-cel-76/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 7a658b91c4afd483.,yes
199,en-cel25cc-CC025,cel25cc-CC025,Tapu Lele GX,Celebrations Classic Collection,CC025,25,Classic Collection,Tapu Lele GX Celebrations Classic Collection CC025/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-060-tapu_lele_gx.png,https://pkmncards.com/card/tapu-lele-gx-celebrations-cel-60/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 b7d304a1fbc5d285.,yes
200,en-swsh12.5gg-GG01,swsh12.5gg-GG01,Hisuian Voltorb,Crown Zenith Galarian Gallery,GG01,70,Rare,Hisuian Voltorb Crown Zenith Galarian Gallery GG01/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG001-hisuian_voltorb.png,https://pkmncards.com/card/hisuian-voltorb-crown-zenith-crz-gg01/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 c6151c3138de49eb.,yes
201,en-swsh12.5gg-GG02,swsh12.5gg-GG02,Kricketune,Crown Zenith Galarian Gallery,GG02,70,Rare,Kricketune Crown Zenith Galarian Gallery GG02/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG002-kricketune.png,https://pkmncards.com/card/kricketune-crown-zenith-crz-gg02/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 92e4cf89e0f00483.,yes
202,en-swsh12.5gg-GG03,swsh12.5gg-GG03,Magmortar,Crown Zenith Galarian Gallery,GG03,70,Rare,Magmortar Crown Zenith Galarian Gallery GG03/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG003-magmortar.png,https://pkmncards.com/card/magmortar-crown-zenith-crz-gg03/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 34f8809f1e0b7e78.,yes
203,en-swsh12.5gg-GG04,swsh12.5gg-GG04,Oricorio,Crown Zenith Galarian Gallery,GG04,70,Rare,Oricorio Crown Zenith Galarian Gallery GG04/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG004-oricorio.png,https://pkmncards.com/card/oricorio-crown-zenith-crz-gg04/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 196b8ba008f6751d.,yes
204,en-swsh12.5gg-GG05,swsh12.5gg-GG05,Lapras,Crown Zenith Galarian Gallery,GG05,70,Rare,Lapras Crown Zenith Galarian Gallery GG05/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG005-lapras.png,https://pkmncards.com/card/lapras-crown-zenith-crz-gg05/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 2ed19e59223a1b90.,yes
205,en-swsh12.5gg-GG06,swsh12.5gg-GG06,Manaphy,Crown Zenith Galarian Gallery,GG06,70,Rare,Manaphy Crown Zenith Galarian Gallery GG06/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG006-manaphy.png,https://pkmncards.com/card/manaphy-crown-zenith-crz-gg06/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 773a89fe810bb32b.,yes
206,en-swsh12.5gg-GG07,swsh12.5gg-GG07,Keldeo,Crown Zenith Galarian Gallery,GG07,70,Rare,Keldeo Crown Zenith Galarian Gallery GG07/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG007-keldeo.png,https://pkmncards.com/card/keldeo-crown-zenith-crz-gg07/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 6f4cd181bcff789c.,yes
207,en-swsh12.5gg-GG08,swsh12.5gg-GG08,Electivire,Crown Zenith Galarian Gallery,GG08,70,Rare,Electivire Crown Zenith Galarian Gallery GG08/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG008-electivire.png,https://pkmncards.com/card/electivire-crown-zenith-crz-gg08/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 12159cc38cc03d91.,yes
208,en-swsh12.5gg-GG09,swsh12.5gg-GG09,Toxtricity,Crown Zenith Galarian Gallery,GG09,70,Rare,Toxtricity Crown Zenith Galarian Gallery GG09/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG009-toxtricity.png,https://pkmncards.com/card/toxtricity-crown-zenith-crz-gg09/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 5e42a14a1182c02a.,yes
209,en-swsh12.5gg-GG10,swsh12.5gg-GG10,Mew,Crown Zenith Galarian Gallery,GG10,70,Rare,Mew Crown Zenith Galarian Gallery GG10/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG010-mew.png,https://pkmncards.com/card/mew-crown-zenith-crz-gg10/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 e2b2341b4854d678.,yes
210,en-swsh12.5gg-GG11,swsh12.5gg-GG11,Lunatone,Crown Zenith Galarian Gallery,GG11,70,Rare,Lunatone Crown Zenith Galarian Gallery GG11/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG011-lunatone.png,https://pkmncards.com/card/lunatone-crown-zenith-crz-gg11/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 cbfc381cb926f7c5.,yes
211,en-swsh12.5gg-GG12,swsh12.5gg-GG12,Deoxys,Crown Zenith Galarian Gallery,GG12,70,Rare,Deoxys Crown Zenith Galarian Gallery GG12/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG012-deoxys.png,https://pkmncards.com/card/deoxys-crown-zenith-crz-gg12/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 1e50146d6cd0041a.,yes
212,en-swsh12.5gg-GG13,swsh12.5gg-GG13,Diancie,Crown Zenith Galarian Gallery,GG13,70,Rare,Diancie Crown Zenith Galarian Gallery GG13/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG013-diancie.png,https://pkmncards.com/card/diancie-crown-zenith-crz-gg13/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 7b18d7366e73cd22.,yes
213,en-swsh12.5gg-GG14,swsh12.5gg-GG14,Comfey,Crown Zenith Galarian Gallery,GG14,70,Rare,Comfey Crown Zenith Galarian Gallery GG14/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG014-comfey.png,https://pkmncards.com/card/comfey-crown-zenith-crz-gg14/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 c5cee6151a9e6317.,yes
214,en-swsh12.5gg-GG15,swsh12.5gg-GG15,Solrock,Crown Zenith Galarian Gallery,GG15,70,Rare,Solrock Crown Zenith Galarian Gallery GG15/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG015-solrock.png,https://pkmncards.com/card/solrock-crown-zenith-crz-gg15/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 d0c42d29dcd7f682.,yes
215,en-swsh12.5gg-GG16,swsh12.5gg-GG16,Absol,Crown Zenith Galarian Gallery,GG16,70,Rare,Absol Crown Zenith Galarian Gallery GG16/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG016-absol.png,https://pkmncards.com/card/absol-crown-zenith-crz-gg16/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 3487485f9b28afd6.,yes
216,en-swsh12.5gg-GG17,swsh12.5gg-GG17,Thievul,Crown Zenith Galarian Gallery,GG17,70,Rare,Thievul Crown Zenith Galarian Gallery GG17/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG017-thievul.png,https://pkmncards.com/card/thievul-crown-zenith-crz-gg17/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 32dd42474ca58c1a.,yes
217,en-swsh12.5gg-GG18,swsh12.5gg-GG18,Magnezone,Crown Zenith Galarian Gallery,GG18,70,Rare,Magnezone Crown Zenith Galarian Gallery GG18/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG018-magnezone.png,https://pkmncards.com/card/magnezone-crown-zenith-crz-gg18/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 18445c32c6938c66.,yes
218,en-swsh12.5gg-GG19,swsh12.5gg-GG19,Altaria,Crown Zenith Galarian Gallery,GG19,70,Rare,Altaria Crown Zenith Galarian Gallery GG19/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG019-altaria.png,https://pkmncards.com/card/altaria-crown-zenith-crz-gg19/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 a06bebf055919664.,yes
219,en-swsh12.5gg-GG20,swsh12.5gg-GG20,Latias,Crown Zenith Galarian Gallery,GG20,70,Rare,Latias Crown Zenith Galarian Gallery GG20/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG020-latias.png,https://pkmncards.com/card/latias-crown-zenith-crz-gg20/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 8e3b8de965647978.,yes
220,en-swsh12.5gg-GG21,swsh12.5gg-GG21,Hisuian Goodra,Crown Zenith Galarian Gallery,GG21,70,Rare,Hisuian Goodra Crown Zenith Galarian Gallery GG21/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG021-hisuian_goodra.png,https://pkmncards.com/card/hisuian-goodra-crown-zenith-crz-gg21/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 7e7242dde91a9f7a.,yes
221,en-swsh12.5gg-GG22,swsh12.5gg-GG22,Ditto,Crown Zenith Galarian Gallery,GG22,70,Rare,Ditto Crown Zenith Galarian Gallery GG22/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG022-ditto.png,https://pkmncards.com/card/ditto-crown-zenith-crz-gg22/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 08fc9f028f73d7dd.,yes
222,en-swsh12.5gg-GG23,swsh12.5gg-GG23,Dunsparce,Crown Zenith Galarian Gallery,GG23,70,Rare,Dunsparce Crown Zenith Galarian Gallery GG23/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG023-dunsparce.png,https://pkmncards.com/card/dunsparce-crown-zenith-crz-gg23/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 e862da213ed1a6c9.,yes
223,en-swsh12.5gg-GG24,swsh12.5gg-GG24,Miltank,Crown Zenith Galarian Gallery,GG24,70,Rare,Miltank Crown Zenith Galarian Gallery GG24/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG024-miltank.png,https://pkmncards.com/card/miltank-crown-zenith-crz-gg24/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 e870dc6f2773a87a.,yes
224,en-swsh12.5gg-GG25,swsh12.5gg-GG25,Bibarel,Crown Zenith Galarian Gallery,GG25,70,Rare,Bibarel Crown Zenith Galarian Gallery GG25/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG025-bibarel.png,https://pkmncards.com/card/bibarel-crown-zenith-crz-gg25/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 932c49fdaf38d8d6.,yes
225,en-swsh12.5gg-GG26,swsh12.5gg-GG26,Riolu,Crown Zenith Galarian Gallery,GG26,70,Rare,Riolu Crown Zenith Galarian Gallery GG26/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG026-riolu.png,https://pkmncards.com/card/riolu-crown-zenith-crz-gg26/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 5d67ab9a3d6608e7.,yes
226,en-swsh12.5gg-GG27,swsh12.5gg-GG27,Swablu,Crown Zenith Galarian Gallery,GG27,70,Rare,Swablu Crown Zenith Galarian Gallery GG27/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG027-swablu.png,https://pkmncards.com/card/swablu-crown-zenith-crz-gg27/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 f4d0bed77f8fc0cd.,yes
227,en-swsh12.5gg-GG28,swsh12.5gg-GG28,Duskull,Crown Zenith Galarian Gallery,GG28,70,Rare,Duskull Crown Zenith Galarian Gallery GG28/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG028-duskull.png,https://pkmncards.com/card/duskull-crown-zenith-crz-gg28/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 6dd4281a0c4be850.,yes
228,en-swsh12.5gg-GG29,swsh12.5gg-GG29,Bidoof,Crown Zenith Galarian Gallery,GG29,70,Rare,Bidoof Crown Zenith Galarian Gallery GG29/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG029-bidoof.png,https://pkmncards.com/card/bidoof-crown-zenith-crz-gg29/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 31473b815c4edcd2.,yes
229,en-swsh12.5gg-GG30,swsh12.5gg-GG30,Pikachu,Crown Zenith Galarian Gallery,GG30,70,Rare,Pikachu Crown Zenith Galarian Gallery GG30/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG030-pikachu.png,https://pkmncards.com/card/pikachu-crown-zenith-crz-gg30/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 a18e6187cf07b0b6.,yes
230,en-swsh12.5gg-GG31,swsh12.5gg-GG31,Turtwig,Crown Zenith Galarian Gallery,GG31,70,Rare,Turtwig Crown Zenith Galarian Gallery GG31/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG031-turtwig.png,https://pkmncards.com/card/turtwig-crown-zenith-crz-gg31/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 11c4704608556b0a.,yes
231,en-swsh12.5gg-GG32,swsh12.5gg-GG32,Paras,Crown Zenith Galarian Gallery,GG32,70,Rare,Paras Crown Zenith Galarian Gallery GG32/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG032-paras.png,https://pkmncards.com/card/paras-crown-zenith-crz-gg32/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 9abe3957d9007ff1.,yes
232,en-swsh12.5gg-GG33,swsh12.5gg-GG33,Poochyena,Crown Zenith Galarian Gallery,GG33,70,Rare,Poochyena Crown Zenith Galarian Gallery GG33/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG033-poochyena.png,https://pkmncards.com/card/poochyena-crown-zenith-crz-gg33/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 edd3493ff1a8e648.,yes
233,en-swsh12.5gg-GG34,swsh12.5gg-GG34,Mareep,Crown Zenith Galarian Gallery,GG34,70,Rare,Mareep Crown Zenith Galarian Gallery GG34/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG034-mareep.png,https://pkmncards.com/card/mareep-crown-zenith-crz-gg34/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 dc41e1f090ea62af.,yes
234,en-swsh12.5gg-GG35,swsh12.5gg-GG35,Leafeon VSTAR,Crown Zenith Galarian Gallery,GG35,70,Ultra Rare,Leafeon VSTAR Crown Zenith Galarian Gallery GG35/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG035-leafeon_vstar.png,https://pkmncards.com/card/leafeon-vstar-crown-zenith-crz-gg35/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 41ce94a3795ccb08.,yes
235,en-swsh12.5gg-GG36,swsh12.5gg-GG36,Entei V,Crown Zenith Galarian Gallery,GG36,70,Ultra Rare,Entei V Crown Zenith Galarian Gallery GG36/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG036-entei_v.png,https://pkmncards.com/card/entei-v-crown-zenith-crz-gg36/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 6f48b3c46279e586.,yes
236,en-swsh12.5gg-GG37,swsh12.5gg-GG37,Simisear VSTAR,Crown Zenith Galarian Gallery,GG37,70,Ultra Rare,Simisear VSTAR Crown Zenith Galarian Gallery GG37/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG037-simisear_vstar.png,https://pkmncards.com/card/simisear-vstar-crown-zenith-crz-gg37/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 138bac1ca42df541.,yes
237,en-swsh12.5gg-GG38,swsh12.5gg-GG38,Suicune V,Crown Zenith Galarian Gallery,GG38,70,Ultra Rare,Suicune V Crown Zenith Galarian Gallery GG38/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG038-suicune_v.png,https://pkmncards.com/card/suicune-v-crown-zenith-crz-gg38/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 a065768b2d4bada6.,yes
238,en-swsh12.5gg-GG39,swsh12.5gg-GG39,Lumineon V,Crown Zenith Galarian Gallery,GG39,70,Ultra Rare,Lumineon V Crown Zenith Galarian Gallery GG39/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG039-lumineon_v.png,https://pkmncards.com/card/lumineon-v-crown-zenith-crz-gg39/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 642d750c4f57eb29.,yes
239,en-swsh12.5gg-GG40,swsh12.5gg-GG40,Glaceon VSTAR,Crown Zenith Galarian Gallery,GG40,70,Ultra Rare,Glaceon VSTAR Crown Zenith Galarian Gallery GG40/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG040-glaceon_vstar.png,https://pkmncards.com/card/glaceon-vstar-crown-zenith-crz-gg40/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 1a2028b290206299.,yes
240,en-swsh12.5gg-GG41,swsh12.5gg-GG41,Raikou V,Crown Zenith Galarian Gallery,GG41,70,Ultra Rare,Raikou V Crown Zenith Galarian Gallery GG41/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG041-raikou_v.png,https://pkmncards.com/card/raikou-v-crown-zenith-crz-gg41/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 60db085cd4189c8b.,yes
241,en-swsh12.5gg-GG42,swsh12.5gg-GG42,Zeraora VMAX,Crown Zenith Galarian Gallery,GG42,70,Ultra Rare,Zeraora VMAX Crown Zenith Galarian Gallery GG42/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG042-zeraora_vmax.png,https://pkmncards.com/card/zeraora-vmax-crown-zenith-crz-gg42/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 a5e7471150c7e1f3.,yes
242,en-swsh12.5gg-GG43,swsh12.5gg-GG43,Zeraora VSTAR,Crown Zenith Galarian Gallery,GG43,70,Ultra Rare,Zeraora VSTAR Crown Zenith Galarian Gallery GG43/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG043-zeraora_vstar.png,https://pkmncards.com/card/zeraora-vstar-crown-zenith-crz-gg43/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 a014982faa6dc570.,yes
243,en-swsh12.5gg-GG44,swsh12.5gg-GG44,Mewtwo VSTAR,Crown Zenith Galarian Gallery,GG44,70,Ultra Rare,Mewtwo VSTAR Crown Zenith Galarian Gallery GG44/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG044-mewtwo_vstar.png,https://pkmncards.com/card/mewtwo-vstar-crown-zenith-crz-gg44/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 2b832e8c2803439a.,yes
244,en-swsh12.5gg-GG45,swsh12.5gg-GG45,Deoxys VMAX,Crown Zenith Galarian Gallery,GG45,70,Ultra Rare,Deoxys VMAX Crown Zenith Galarian Gallery GG45/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG045-deoxys_vmax.png,https://pkmncards.com/card/deoxys-vmax-crown-zenith-crz-gg45/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 0d31e63bfbba3a87.,yes
245,en-swsh12.5gg-GG46,swsh12.5gg-GG46,Deoxys VSTAR,Crown Zenith Galarian Gallery,GG46,70,Ultra Rare,Deoxys VSTAR Crown Zenith Galarian Gallery GG46/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG046-deoxys_vstar.png,https://pkmncards.com/card/deoxys-vstar-crown-zenith-crz-gg46/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 2a55b4c1ed2a0bd6.,yes
246,en-swsh12.5gg-GG47,swsh12.5gg-GG47,Hatterene VMAX,Crown Zenith Galarian Gallery,GG47,70,Ultra Rare,Hatterene VMAX Crown Zenith Galarian Gallery GG47/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG047-hatterene_vmax.png,https://pkmncards.com/card/hatterene-vmax-crown-zenith-crz-gg47/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 b2d1db7746904a5e.,yes
247,en-swsh12.5gg-GG48,swsh12.5gg-GG48,Zacian V,Crown Zenith Galarian Gallery,GG48,70,Ultra Rare,Zacian V Crown Zenith Galarian Gallery GG48/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG048-zacian_v.png,https://pkmncards.com/card/zacian-v-crown-zenith-crz-gg48/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 3cc7ce1c40c46477.,yes
248,en-swsh12.5gg-GG49,swsh12.5gg-GG49,Drapion V,Crown Zenith Galarian Gallery,GG49,70,Ultra Rare,Drapion V Crown Zenith Galarian Gallery GG49/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG049-drapion_v.png,https://pkmncards.com/card/drapion-v-crown-zenith-crz-gg49/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 f12ae7a5ea089781.,yes
249,en-swsh12.5gg-GG50,swsh12.5gg-GG50,Darkrai VSTAR,Crown Zenith Galarian Gallery,GG50,70,Ultra Rare,Darkrai VSTAR Crown Zenith Galarian Gallery GG50/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG050-darkrai_vstar.png,https://pkmncards.com/card/darkrai-vstar-crown-zenith-crz-gg50/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 b7d21e9520a0072f.,yes
250,en-swsh12.5gg-GG51,swsh12.5gg-GG51,Hisuian Samurott V,Crown Zenith Galarian Gallery,GG51,70,Ultra Rare,Hisuian Samurott V Crown Zenith Galarian Gallery GG51/70 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-CZ-GG051-hisuian_samurott_v.png,https://pkmncards.com/card/hisuian-samurott-v-crown-zenith-crz-gg51/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 8e2cafa74d0a7047.,yes
